evaluation_id,evaluation_timestamp,question_domain,prompt_template_version,model_name,retrieval_top_k,retrieved_context_count,context_relevance_score,groundedness_score,answer_similarity_score,citation_coverage_pct,response_latency_ms,input_tokens,output_tokens,estimated_cost_usd,hallucination_flag,evaluation_passed
rag-eval-003014,2026-01-24T00:23:00+00:00,cloud-run,v2,gemini-1.5-pro,10,9,0.553,0.402,0.471,34.27,1517,1474,623,0.00616,1,0
rag-eval-003015,2026-01-24T00:34:00+00:00,monitoring,v2,gemini-1.5-flash,10,10,0.716,0.6,0.62,63.09,1100,1229,606,0.00446,0,0
rag-eval-003016,2026-01-24T00:45:00+00:00,gke,v3,openai-gpt-4o-mini,3,2,0.642,0.723,0.716,87.28,1467,761,410,0.00268,0,1
rag-eval-003017,2026-01-24T00:56:00+00:00,vertex-ai,v3,openai-gpt-4o-mini,5,2,0.48,0.565,0.408,56.39,846,1032,428,0.00524,0,0
rag-eval-003018,2026-01-24T01:07:00+00:00,cloud-run,v2,gemini-1.5-pro,10,8,0.75,0.665,0.848,65.63,877,1663,664,0.00419,0,1
rag-eval-003019,2026-01-24T01:18:00+00:00,security,v3,gemini-1.5-pro,8,8,0.525,0.971,0.84,87.16,1506,1098,327,0.00418,0,1
rag-eval-003020,2026-01-24T01:29:00+00:00,cloud-run,v3,gemini-1.5-flash,3,2,0.943,0.866,1,94.23,1459,777,354,0.00023,0,1
rag-eval-003021,2026-01-24T01:40:00+00:00,security,v3,gemini-1.5-pro,8,7,0.82,0.836,1,85.82,1353,1069,574,0.00077,0,1
rag-eval-003022,2026-01-24T01:51:00+00:00,terraform,v3,openai-gpt-4o-mini,3,2,0.574,0.322,0.431,15.39,881,868,474,0.00071,1,0
rag-eval-003023,2026-01-24T02:02:00+00:00,gke,v1,claude-haiku,10,9,0.941,0.975,0.948,98.93,1344,1643,722,0.0046,0,1
rag-eval-003024,2026-01-24T02:13:00+00:00,cloud-run,v2,claude-haiku,5,3,0.817,1,1,79.9,1207,810,330,0.00425,0,1
rag-eval-003025,2026-01-24T02:24:00+00:00,vertex-ai,v2,gemini-1.5-pro,5,5,0.36,0.247,0.273,28.56,927,1146,482,0.00583,1,0
rag-eval-003026,2026-01-24T02:35:00+00:00,gke,v3,gemini-1.5-flash,3,1,0.933,1,0.931,100,1206,625,288,0.00232,0,1
rag-eval-003027,2026-01-24T02:46:00+00:00,terraform,v1,openai-gpt-4o-mini,3,1,0.803,0.511,0.494,56.38,853,670,380,0.00074,1,0
rag-eval-003028,2026-01-24T02:57:00+00:00,gke,v2,openai-gpt-4o-mini,8,4,0.648,0.543,0.568,43.66,1193,1271,722,0.00325,1,0
rag-eval-003029,2026-01-24T03:08:00+00:00,gke,v3,gemini-1.5-pro,5,4,0.616,0.481,0.661,43.05,1191,1010,312,0.00354,1,0
rag-eval-003030,2026-01-24T03:19:00+00:00,cloud-run,v2,gemini-1.5-pro,5,3,0.967,0.708,0.914,88.34,1189,780,329,0.00404,0,1
rag-eval-003031,2026-01-24T03:30:00+00:00,bigquery,v2,openai-gpt-4o-mini,3,4,0.7,0.638,0.925,69.04,1026,1133,343,0.00224,0,0
rag-eval-003032,2026-01-24T03:41:00+00:00,monitoring,v3,gemini-1.5-pro,3,1,0.495,0.642,0.529,65.6,1351,983,279,0.00039,0,0
rag-eval-003033,2026-01-24T03:52:00+00:00,monitoring,v1,gemini-1.5-pro,5,3,0.79,0.975,1,100,1102,1005,559,0.00304,0,1
rag-eval-003034,2026-01-24T04:03:00+00:00,bigquery,v1,gemini-1.5-flash,10,8,1,0.93,0.999,95.15,1116,1330,647,0.0048,0,1
rag-eval-003035,2026-01-24T04:14:00+00:00,gke,v2,gemini-1.5-flash,3,2,0.681,0.624,0.649,52.06,1409,943,329,0.00376,0,0
rag-eval-003036,2026-01-24T04:25:00+00:00,gke,v1,gemini-1.5-flash,8,7,0.607,0.577,0.778,51.59,996,1005,404,0.00036,0,0
rag-eval-003037,2026-01-24T04:36:00+00:00,gke,v3,openai-gpt-4o-mini,10,6,0.722,0.679,0.845,74.87,1333,1140,636,0.00506,0,1
rag-eval-003038,2026-01-24T04:47:00+00:00,monitoring,v1,gemini-1.5-flash,8,5,0.6,0.558,0.52,66.17,1051,1292,486,0.00566,0,0
rag-eval-003039,2026-01-24T04:58:00+00:00,gke,v2,claude-haiku,5,3,0.533,0.784,0.7,83.01,1681,741,493,0.00386,0,1
rag-eval-003040,2026-01-24T05:09:00+00:00,cloud-run,v1,openai-gpt-4o-mini,5,4,0.844,0.716,0.726,51.42,1082,1149,326,0.00261,0,1
rag-eval-003041,2026-01-24T05:20:00+00:00,monitoring,v1,gemini-1.5-flash,8,6,0.934,1,0.978,92.47,1294,1465,927,0.00484,0,1
rag-eval-003042,2026-01-24T05:31:00+00:00,terraform,v2,gemini-1.5-pro,8,5,0.303,0.274,0.208,24.76,1172,1147,441,0.00059,1,0
rag-eval-003043,2026-01-24T05:42:00+00:00,bigquery,v3,claude-haiku,3,1,0.614,0.657,0.831,65.87,1136,599,353,0.00027,0,1
rag-eval-003044,2026-01-24T05:53:00+00:00,vertex-ai,v3,gemini-1.5-pro,10,9,0.972,0.882,0.747,100,1474,1730,910,0.00589,1,0
rag-eval-003045,2026-01-24T06:04:00+00:00,monitoring,v2,gemini-1.5-flash,10,8,0.702,0.454,0.615,46.62,1500,1511,548,0.00769,1,0
rag-eval-003046,2026-01-24T06:15:00+00:00,monitoring,v2,claude-haiku,3,2,0.74,0.582,0.698,74.23,900,456,263,0.00262,0,0
rag-eval-003047,2026-01-24T06:26:00+00:00,vertex-ai,v2,openai-gpt-4o-mini,3,3,0.688,0.714,0.742,47.46,896,893,278,0.00142,0,1
rag-eval-003048,2026-01-24T06:37:00+00:00,cloud-run,v3,claude-haiku,3,1,0.772,0.467,0.622,52.58,649,674,349,0.00155,1,0
rag-eval-003049,2026-01-24T06:48:00+00:00,vertex-ai,v1,claude-haiku,5,2,0.497,0.546,0.526,43.11,1088,966,427,0.00097,1,0
rag-eval-003050,2026-01-24T06:59:00+00:00,bigquery,v3,claude-haiku,8,7,0.53,0.604,0.725,74.14,1630,750,388,0.00141,0,0
rag-eval-003051,2026-01-24T07:10:00+00:00,vertex-ai,v2,gemini-1.5-flash,10,8,0.636,0.942,1,95.64,1187,1116,491,0.00085,0,1
rag-eval-003052,2026-01-24T07:21:00+00:00,monitoring,v1,claude-haiku,8,7,0.702,0.57,0.48,62.53,1216,1022,518,0.00065,0,0
rag-eval-003053,2026-01-24T07:32:00+00:00,gke,v2,claude-haiku,8,5,0.864,0.991,0.883,96.26,1730,893,422,0.00521,0,1
rag-eval-003054,2026-01-24T07:43:00+00:00,security,v3,gemini-1.5-pro,5,2,0.933,1,1,95.65,1037,590,348,0.00356,0,1
rag-eval-003055,2026-01-24T07:54:00+00:00,vertex-ai,v3,openai-gpt-4o-mini,5,2,0.932,0.865,0.825,95.2,853,851,372,0.00063,1,0
rag-eval-003056,2026-01-24T08:05:00+00:00,vertex-ai,v2,gemini-1.5-flash,3,3,0.579,0.749,0.651,69.84,433,1009,358,0.00135,0,1
rag-eval-003057,2026-01-24T08:16:00+00:00,gke,v1,gemini-1.5-pro,3,2,0.681,0.665,0.671,58.5,1259,852,296,0.0018,0,1
rag-eval-003058,2026-01-24T08:27:00+00:00,vertex-ai,v1,gemini-1.5-flash,8,8,0.627,0.463,0.493,33.9,770,1172,602,0.00079,1,0
rag-eval-003059,2026-01-24T08:38:00+00:00,security,v1,claude-haiku,5,4,1,0.993,1,100,1655,1129,486,0.00226,0,1
rag-eval-003060,2026-01-24T08:49:00+00:00,security,v2,gemini-1.5-flash,8,4,0.475,0.73,0.589,82.9,1325,1373,490,0.00459,1,0
rag-eval-003061,2026-01-24T09:00:00+00:00,terraform,v3,gemini-1.5-pro,10,10,0.587,0.389,0.365,33.77,1425,1283,461,0.00355,1,0
rag-eval-003062,2026-01-24T09:11:00+00:00,vertex-ai,v2,gemini-1.5-pro,8,7,0.807,1,0.865,100,1156,1199,554,0.00223,0,1
rag-eval-003063,2026-01-24T09:22:00+00:00,monitoring,v2,openai-gpt-4o-mini,10,8,0.666,0.615,0.593,48.23,1189,1251,615,0.00637,0,0
rag-eval-003064,2026-01-24T09:33:00+00:00,gke,v3,openai-gpt-4o-mini,8,7,0.679,0.706,0.599,59.49,1495,1038,392,0.00102,0,1
rag-eval-003065,2026-01-24T09:44:00+00:00,bigquery,v1,gemini-1.5-pro,8,5,0.733,0.835,0.884,72.18,1601,890,416,0.00079,0,1
rag-eval-003066,2026-01-24T09:55:00+00:00,terraform,v1,claude-haiku,5,3,0.573,0.627,0.76,66.15,992,663,350,0.00418,0,0
rag-eval-003067,2026-01-24T10:06:00+00:00,cloud-run,v2,gemini-1.5-pro,8,6,0.625,0.669,0.748,79.45,1676,1014,536,0.00611,0,1
rag-eval-003068,2026-01-24T10:17:00+00:00,monitoring,v1,openai-gpt-4o-mini,3,1,0.756,0.472,0.425,66.59,874,356,203,0.00025,1,0
rag-eval-003069,2026-01-24T10:28:00+00:00,terraform,v2,openai-gpt-4o-mini,5,4,0.93,0.919,0.808,100,1512,830,276,0.00313,0,1
rag-eval-003070,2026-01-24T10:39:00+00:00,security,v1,claude-haiku,10,8,0.815,0.682,0.575,68.8,1612,1672,907,0.00047,0,1
rag-eval-003071,2026-01-24T10:50:00+00:00,monitoring,v2,claude-haiku,3,3,0.57,0.739,0.8,53.51,1218,737,399,0.00025,0,1
rag-eval-003072,2026-01-24T11:01:00+00:00,cloud-run,v2,gemini-1.5-flash,5,5,0.743,0.589,0.657,54.62,1145,624,312,0.00028,0,0
rag-eval-003073,2026-01-24T11:12:00+00:00,vertex-ai,v1,gemini-1.5-pro,10,7,0.457,0.67,0.671,83.0,1525,1403,669,0.00288,1,0
rag-eval-003074,2026-01-24T11:23:00+00:00,security,v2,openai-gpt-4o-mini,8,4,0.445,0.448,0.596,36.28,1346,1071,663,0.00398,1,0
rag-eval-003075,2026-01-24T11:34:00+00:00,monitoring,v3,claude-haiku,8,8,0.674,0.525,0.404,60.39,1238,838,345,0.00243,1,0
rag-eval-003076,2026-01-24T11:45:00+00:00,bigquery,v2,claude-haiku,3,3,0.797,0.911,1,72.33,1308,691,385,0.00153,0,1
rag-eval-003077,2026-01-24T11:56:00+00:00,vertex-ai,v3,gemini-1.5-pro,8,7,0.401,0.213,0.241,12.34,1582,1538,641,0.00274,1,0
rag-eval-003078,2026-01-24T12:07:00+00:00,monitoring,v2,claude-haiku,3,2,0.903,0.72,0.791,77.62,1159,730,336,0.00124,0,1
rag-eval-003079,2026-01-24T12:18:00+00:00,vertex-ai,v3,openai-gpt-4o-mini,10,7,0.986,1,0.796,93.81,1666,1485,559,0.00077,0,1
rag-eval-003080,2026-01-24T12:29:00+00:00,terraform,v1,openai-gpt-4o-mini,10,8,0.738,0.619,0.485,46.28,1176,1199,641,0.00493,0,0
rag-eval-003081,2026-01-24T12:40:00+00:00,monitoring,v3,gemini-1.5-pro,3,3,0.642,0.593,0.634,70.57,849,530,253,0.00043,0,0
rag-eval-003082,2026-01-24T12:51:00+00:00,bigquery,v2,openai-gpt-4o-mini,5,4,0.751,0.733,0.642,89.04,1235,867,405,0.00348,0,1
rag-eval-003083,2026-01-24T13:02:00+00:00,gke,v1,gemini-1.5-flash,8,6,0.312,0.154,0.204,17.28,1725,1320,503,0.00536,1,0
rag-eval-003084,2026-01-24T13:13:00+00:00,monitoring,v3,openai-gpt-4o-mini,3,1,0.627,0.619,0.546,68.44,1111,541,262,0.00093,0,0
rag-eval-003085,2026-01-24T13:24:00+00:00,vertex-ai,v1,gemini-1.5-flash,8,4,0.589,0.688,0.475,87.34,1361,1326,725,0.00196,0,1
rag-eval-003086,2026-01-24T13:35:00+00:00,security,v2,claude-haiku,3,1,0.728,0.903,0.919,62.4,620,941,450,0.0026,0,1
rag-eval-003087,2026-01-24T13:46:00+00:00,gke,v3,openai-gpt-4o-mini,8,9,0.836,0.866,1,92.48,967,1293,396,0.00456,0,1
rag-eval-003088,2026-01-24T13:57:00+00:00,bigquery,v1,gemini-1.5-pro,8,6,0.526,0.694,0.882,72.32,862,1704,581,0.00105,0,1
rag-eval-003089,2026-01-24T14:08:00+00:00,cloud-run,v1,gemini-1.5-flash,3,2,0.772,0.768,0.86,95.47,961,884,337,0.00232,0,1
rag-eval-003090,2026-01-24T14:19:00+00:00,terraform,v2,openai-gpt-4o-mini,3,3,0.676,0.704,0.872,41.23,930,468,320,0.0009,0,1
rag-eval-003091,2026-01-24T14:30:00+00:00,cloud-run,v3,claude-haiku,10,11,1,1,0.936,100,1130,1215,653,0.00434,0,1
rag-eval-003092,2026-01-24T14:41:00+00:00,security,v2,openai-gpt-4o-mini,5,2,0.67,0.821,1,81.64,1269,789,432,0.00298,0,1
rag-eval-003093,2026-01-24T14:52:00+00:00,terraform,v3,gemini-1.5-pro,8,8,0.609,0.583,0.437,39.34,1222,1230,496,0.00443,0,0
rag-eval-003094,2026-01-24T15:03:00+00:00,vertex-ai,v3,gemini-1.5-flash,10,9,0.418,0.143,0.162,11.41,1116,1237,520,0.00287,1,0
rag-eval-003095,2026-01-24T15:14:00+00:00,monitoring,v2,gemini-1.5-flash,8,7,0.943,0.991,1,73.66,726,1667,546,0.00531,0,1
rag-eval-003096,2026-01-24T15:25:00+00:00,terraform,v2,claude-haiku,8,7,0.501,0.577,0.348,67.64,1290,1555,751,0.00332,0,0
rag-eval-003097,2026-01-24T15:36:00+00:00,bigquery,v2,openai-gpt-4o-mini,10,11,0.409,0.382,0.131,42.4,1616,1420,430,0.00062,1,0
rag-eval-003098,2026-01-24T15:47:00+00:00,terraform,v1,openai-gpt-4o-mini,8,7,0.532,0.699,0.672,69.99,1360,1182,519,0.00275,0,1
rag-eval-003099,2026-01-24T15:58:00+00:00,bigquery,v3,gemini-1.5-flash,3,3,0.86,0.848,1,75.36,1176,654,264,0.00275,0,1
rag-eval-003100,2026-01-24T16:09:00+00:00,gke,v2,openai-gpt-4o-mini,5,3,0.677,0.779,0.93,76.06,1260,1092,402,0.0026,0,1
rag-eval-003101,2026-01-24T16:20:00+00:00,vertex-ai,v1,gemini-1.5-flash,3,1,0.708,0.941,0.738,82.29,1174,703,275,0.00279,0,1
rag-eval-003102,2026-01-24T16:31:00+00:00,gke,v2,gemini-1.5-flash,8,6,0.513,0.425,0.498,41.22,1379,1187,331,0.00398,1,0
rag-eval-003103,2026-01-24T16:42:00+00:00,terraform,v2,openai-gpt-4o-mini,5,4,0.556,0.33,0.399,35.79,750,849,621,0.00211,1,0
rag-eval-003104,2026-01-24T16:53:00+00:00,gke,v2,claude-haiku,5,3,1,0.919,1,77.14,885,933,439,0.00489,1,0
rag-eval-003105,2026-01-24T17:04:00+00:00,terraform,v3,openai-gpt-4o-mini,10,8,0.758,0.503,0.531,54.29,1412,922,483,0.00248,1,0
rag-eval-003106,2026-01-24T17:15:00+00:00,vertex-ai,v1,gemini-1.5-pro,5,4,0.838,0.859,0.758,80.71,909,1081,380,0.00291,0,1
rag-eval-003107,2026-01-24T17:26:00+00:00,monitoring,v1,gemini-1.5-pro,8,6,0.531,0.668,0.667,52.88,894,1043,600,0.00524,0,1
rag-eval-003108,2026-01-24T17:37:00+00:00,cloud-run,v2,gemini-1.5-pro,8,8,0.421,0.415,0.614,32.46,1296,850,596,0.00319,1,0
rag-eval-003109,2026-01-24T17:48:00+00:00,vertex-ai,v2,gemini-1.5-flash,5,5,0.566,0.413,0.381,40.4,781,998,536,0.00374,1,0
rag-eval-003110,2026-01-24T17:59:00+00:00,cloud-run,v2,claude-haiku,10,6,0.516,0.371,0.298,44.55,1125,1304,444,0.00665,1,0
rag-eval-003111,2026-01-24T18:10:00+00:00,cloud-run,v2,claude-haiku,10,7,0.776,0.976,0.729,91.31,1712,1305,653,0.00113,0,1
rag-eval-003112,2026-01-24T18:21:00+00:00,bigquery,v1,gemini-1.5-flash,3,3,0.623,0.629,0.479,52.84,1256,685,403,0.00309,0,0
rag-eval-003113,2026-01-24T18:32:00+00:00,cloud-run,v3,openai-gpt-4o-mini,5,2,0.527,0.598,0.741,54.13,1177,1453,588,0.00364,0,0
rag-eval-003114,2026-01-24T18:43:00+00:00,terraform,v1,openai-gpt-4o-mini,10,9,0.71,0.602,0.681,68.25,1178,1050,757,0.00362,0,0
rag-eval-003115,2026-01-24T18:54:00+00:00,cloud-run,v2,gemini-1.5-flash,5,4,1,0.956,0.963,100,1058,1089,481,0.00392,0,1
rag-eval-003116,2026-01-24T19:05:00+00:00,cloud-run,v3,gemini-1.5-flash,5,1,0.636,0.642,0.549,55.17,885,1162,511,0.00134,0,0
rag-eval-003117,2026-01-24T19:16:00+00:00,monitoring,v1,openai-gpt-4o-mini,8,7,0.284,0.417,0.277,38.34,1199,834,593,0.00496,1,0
rag-eval-003118,2026-01-24T19:27:00+00:00,cloud-run,v3,gemini-1.5-flash,5,2,0.688,0.751,0.855,91.27,1181,636,251,0.00017,0,1
rag-eval-003119,2026-01-24T19:38:00+00:00,terraform,v2,claude-haiku,8,6,0.438,0.514,0.381,39.29,1583,1236,524,0.00574,1,0
rag-eval-003120,2026-01-24T19:49:00+00:00,monitoring,v2,gemini-1.5-pro,10,9,0.542,0.553,0.533,54.01,1495,1264,684,0.00378,0,0
rag-eval-003121,2026-01-24T20:00:00+00:00,cloud-run,v2,claude-haiku,8,5,0.855,1,0.893,100,1808,1003,641,0.00108,0,0
rag-eval-003122,2026-01-24T20:11:00+00:00,monitoring,v1,openai-gpt-4o-mini,5,4,0.795,0.844,0.72,74.46,1553,775,496,0.00296,0,1
rag-eval-003123,2026-01-24T20:22:00+00:00,monitoring,v3,gemini-1.5-pro,5,2,0.522,0.314,0.489,41.49,1378,1193,438,0.00539,1,0
rag-eval-003124,2026-01-24T20:33:00+00:00,bigquery,v2,openai-gpt-4o-mini,8,6,0.525,0.231,0.124,9.29,1087,1248,688,0.00213,1,0
rag-eval-003125,2026-01-24T20:44:00+00:00,vertex-ai,v2,gemini-1.5-pro,10,10,0.783,0.823,0.801,83.12,1458,966,459,0.00455,0,1
rag-eval-003126,2026-01-24T20:55:00+00:00,vertex-ai,v3,gemini-1.5-pro,8,9,0.903,0.883,0.761,88.08,1755,1587,528,0.0066,0,1
rag-eval-003127,2026-01-24T21:06:00+00:00,monitoring,v2,openai-gpt-4o-mini,3,2,0.825,1,1,91.81,875,816,305,0.00094,0,1
rag-eval-003128,2026-01-24T21:17:00+00:00,gke,v3,openai-gpt-4o-mini,10,9,0.88,0.996,1,97.44,1221,1399,718,0.00241,0,1
rag-eval-003129,2026-01-24T21:28:00+00:00,security,v3,gemini-1.5-pro,10,9,0.382,0.195,0.063,36.69,1070,1019,556,0.00613,1,0
rag-eval-003130,2026-01-24T21:39:00+00:00,gke,v2,gemini-1.5-pro,3,3,0.557,0.715,0.794,85.91,972,638,300,0.001,0,1
rag-eval-003131,2026-01-24T21:50:00+00:00,monitoring,v1,claude-haiku,5,3,0.766,0.885,0.861,91.67,1427,1027,481,0.00381,0,1
rag-eval-003132,2026-01-24T22:01:00+00:00,security,v2,gemini-1.5-pro,5,3,0.858,0.861,0.733,68.77,1364,1357,519,0.00299,0,1
rag-eval-003133,2026-01-24T22:12:00+00:00,gke,v2,gemini-1.5-flash,10,9,0.714,0.685,0.871,69.85,1438,950,442,0.00306,0,1
rag-eval-003134,2026-01-24T22:23:00+00:00,security,v2,openai-gpt-4o-mini,3,1,0.733,0.939,0.952,86.95,907,585,340,0.00245,0,1
rag-eval-003135,2026-01-24T22:34:00+00:00,monitoring,v1,gemini-1.5-pro,5,2,0.883,0.856,0.846,89.88,1092,798,542,0.0025,0,1
rag-eval-003136,2026-01-24T22:45:00+00:00,bigquery,v2,gemini-1.5-flash,10,8,0.838,0.673,0.618,81.57,1627,961,510,0.00317,0,1
rag-eval-003137,2026-01-24T22:56:00+00:00,bigquery,v1,claude-haiku,3,4,0.905,0.972,0.911,100,1150,638,441,0.00044,0,1
rag-eval-003138,2026-01-24T23:07:00+00:00,monitoring,v3,claude-haiku,5,1,0.549,0.23,0.206,36.68,845,717,407,0.00296,1,0
rag-eval-003139,2026-01-24T23:18:00+00:00,monitoring,v3,openai-gpt-4o-mini,10,7,0.748,1,0.873,100,1426,1500,431,0.00511,1,0
rag-eval-003140,2026-01-24T23:29:00+00:00,terraform,v1,openai-gpt-4o-mini,10,9,0.659,0.804,0.873,67.85,1379,1368,664,0.00255,0,1
rag-eval-003141,2026-01-24T23:40:00+00:00,bigquery,v3,gemini-1.5-flash,10,7,0.872,0.999,1,100,1372,1247,718,0.00318,0,1
rag-eval-003142,2026-01-24T23:51:00+00:00,terraform,v1,openai-gpt-4o-mini,10,8,0.59,0.724,0.589,53.76,1320,1676,867,0.00331,0,1
rag-eval-003143,2026-01-25T00:02:00+00:00,vertex-ai,v3,openai-gpt-4o-mini,8,7,0.771,0.503,0.456,61.83,1113,1241,466,0.00587,1,0
rag-eval-003144,2026-01-25T00:13:00+00:00,terraform,v3,openai-gpt-4o-mini,3,2,0.592,0.653,0.723,65.89,918,864,397,0.0026,0,1
rag-eval-003145,2026-01-25T00:24:00+00:00,monitoring,v3,gemini-1.5-pro,3,2,0.851,0.976,0.934,100,978,548,259,0.00119,0,1
rag-eval-003146,2026-01-25T00:35:00+00:00,bigquery,v3,gemini-1.5-pro,5,5,0.821,0.782,0.839,71.94,1798,784,329,0.00223,0,1
rag-eval-003147,2026-01-25T00:46:00+00:00,vertex-ai,v3,openai-gpt-4o-mini,8,7,0.536,0.448,0.532,28.43,1676,1350,605,0.0039,1,0
rag-eval-003148,2026-01-25T00:57:00+00:00,terraform,v3,openai-gpt-4o-mini,5,3,0.739,0.77,0.681,87.37,1047,1004,590,0.00208,0,1
rag-eval-003149,2026-01-25T01:08:00+00:00,bigquery,v2,openai-gpt-4o-mini,3,2,0.675,0.575,0.582,51.63,689,598,290,0.00024,0,0
rag-eval-003150,2026-01-25T01:19:00+00:00,cloud-run,v1,gemini-1.5-flash,10,8,0.559,0.662,0.722,67.63,1769,952,577,0.00532,0,1
rag-eval-003151,2026-01-25T01:30:00+00:00,monitoring,v1,claude-haiku,8,8,0.442,0.31,0.358,44.69,1510,929,475,0.00322,1,0
rag-eval-003152,2026-01-25T01:41:00+00:00,cloud-run,v2,openai-gpt-4o-mini,10,8,0.629,0.835,0.879,90.02,1273,1086,404,0.00406,0,1
rag-eval-003153,2026-01-25T01:52:00+00:00,gke,v3,gemini-1.5-pro,10,8,0.75,0.535,0.529,63.32,1535,1698,569,0.00727,1,0
rag-eval-003154,2026-01-25T02:03:00+00:00,vertex-ai,v3,gemini-1.5-flash,10,8,0.741,0.724,0.645,88.57,1133,1238,714,0.00519,0,1
rag-eval-003155,2026-01-25T02:14:00+00:00,terraform,v1,gemini-1.5-pro,10,9,0.813,0.843,0.764,75.56,1397,1074,636,0.00637,0,1
rag-eval-003156,2026-01-25T02:25:00+00:00,gke,v3,gemini-1.5-pro,8,8,0.467,0.543,0.365,54.21,1292,1516,476,0.00212,1,0
rag-eval-003157,2026-01-25T02:36:00+00:00,vertex-ai,v3,gemini-1.5-pro,5,3,0.932,0.847,0.705,94.02,1190,999,335,0.00269,0,1
rag-eval-003158,2026-01-25T02:47:00+00:00,vertex-ai,v1,claude-haiku,3,2,0.967,0.776,0.751,71.9,1093,785,318,0.00309,0,1
rag-eval-003159,2026-01-25T02:58:00+00:00,monitoring,v2,gemini-1.5-flash,10,9,0.773,0.613,0.408,61.31,1703,1299,576,0.00532,0,0
rag-eval-003160,2026-01-25T03:09:00+00:00,terraform,v1,claude-haiku,8,5,0.724,0.533,0.509,40.08,1032,1460,444,0.00601,1,0
rag-eval-003161,2026-01-25T03:20:00+00:00,gke,v3,gemini-1.5-pro,5,4,0.997,1,0.994,100,1359,615,361,0.00129,0,1
rag-eval-003162,2026-01-25T03:31:00+00:00,monitoring,v2,openai-gpt-4o-mini,3,1,0.851,0.856,0.788,84.58,834,764,300,0.00224,0,1
rag-eval-003163,2026-01-25T03:42:00+00:00,cloud-run,v3,gemini-1.5-flash,3,2,1,1,0.898,95.22,1334,861,455,0.00094,0,1
rag-eval-003164,2026-01-25T03:53:00+00:00,security,v1,openai-gpt-4o-mini,10,8,1,0.875,0.805,100,1367,1151,640,0.00114,0,1
rag-eval-003165,2026-01-25T04:04:00+00:00,terraform,v1,gemini-1.5-pro,5,4,0.691,0.636,0.583,47.16,1124,956,622,0.00365,0,0
rag-eval-003166,2026-01-25T04:15:00+00:00,vertex-ai,v2,gemini-1.5-pro,5,1,0.555,0.757,0.936,65.89,1278,1339,480,0.00466,0,1
rag-eval-003167,2026-01-25T04:26:00+00:00,monitoring,v2,gemini-1.5-flash,5,4,0.875,0.935,1,100,724,852,480,0.00355,0,1
rag-eval-003168,2026-01-25T04:37:00+00:00,cloud-run,v3,gemini-1.5-pro,8,7,0.228,0.158,0.189,10.48,886,1339,413,0.00233,1,0
rag-eval-003169,2026-01-25T04:48:00+00:00,cloud-run,v1,gemini-1.5-flash,10,8,1,1,0.814,100,1443,1252,460,0.00473,1,0
rag-eval-003170,2026-01-25T04:59:00+00:00,gke,v3,openai-gpt-4o-mini,3,2,0.633,0.882,0.888,92.83,1323,780,409,0.00045,0,1
rag-eval-003171,2026-01-25T05:10:00+00:00,bigquery,v1,claude-haiku,3,2,0.323,0.381,0.415,37.66,986,657,437,0.00069,1,0
rag-eval-003172,2026-01-25T05:21:00+00:00,security,v2,openai-gpt-4o-mini,8,7,0.527,0.473,0.547,64.15,1434,1244,527,0.00225,1,0
rag-eval-003173,2026-01-25T05:32:00+00:00,bigquery,v1,gemini-1.5-pro,3,2,1,0.984,1,100,1056,686,378,0.00147,0,1
rag-eval-003174,2026-01-25T05:43:00+00:00,bigquery,v1,gemini-1.5-flash,8,6,0.439,0.309,0.175,49.95,1453,1186,581,0.00525,1,0
rag-eval-003175,2026-01-25T05:54:00+00:00,monitoring,v2,openai-gpt-4o-mini,10,10,0.842,0.977,0.865,100,1314,1643,552,0.0064,0,1
rag-eval-003176,2026-01-25T06:05:00+00:00,monitoring,v1,gemini-1.5-pro,10,8,0.736,0.7,0.677,53.99,1878,1283,515,0.00037,0,0
rag-eval-003177,2026-01-25T06:16:00+00:00,gke,v3,gemini-1.5-pro,10,9,0.576,0.563,0.736,61.38,1721,1391,700,0.00434,1,0
rag-eval-003178,2026-01-25T06:27:00+00:00,monitoring,v1,gemini-1.5-flash,3,3,0.941,0.803,0.901,74.03,873,754,432,0.00135,0,1
rag-eval-003179,2026-01-25T06:38:00+00:00,terraform,v3,gemini-1.5-pro,5,3,0.758,0.844,0.801,82.26,1557,942,500,0.00199,0,1
rag-eval-003180,2026-01-25T06:49:00+00:00,security,v1,openai-gpt-4o-mini,10,9,1,0.776,0.781,69.03,1655,999,461,0.00606,0,1
rag-eval-003181,2026-01-25T07:00:00+00:00,vertex-ai,v1,gemini-1.5-pro,5,4,0.786,1,1,93.48,1159,677,234,0.00021,0,1
rag-eval-003182,2026-01-25T07:11:00+00:00,security,v1,claude-haiku,5,3,0.629,0.698,0.693,72.08,1175,641,282,0.00149,1,0
rag-eval-003183,2026-01-25T07:22:00+00:00,bigquery,v1,openai-gpt-4o-mini,3,2,0.806,0.877,0.814,81.3,1064,960,504,0.00043,0,1
rag-eval-003184,2026-01-25T07:33:00+00:00,bigquery,v2,gemini-1.5-pro,10,12,0.76,1,0.93,92.18,1566,1577,862,0.00738,0,1
rag-eval-003185,2026-01-25T07:44:00+00:00,terraform,v3,claude-haiku,5,3,0.692,0.617,0.502,76.16,1329,780,432,0.00367,0,0
rag-eval-003186,2026-01-25T07:55:00+00:00,bigquery,v2,openai-gpt-4o-mini,8,8,0.821,0.765,0.621,84.12,1124,1157,349,0.00377,0,1
